subject,prefix,author_prefix,dcterms:creator,author_last_first,rdfs:label,dcterms:title,schema:encodingFormat,schema:bookFormat
Witch_and_Wizard,authors,:,James_Patterson,"Patterson, James",James Patterson,Witch and Wizard,mobi,schema:Ebook
End_Fed,authors,:,Ron_Paul,"Paul, Ron",Ron Paul,End the Fed,mobi,schema:Ebook
Revolution,authors,:,Ron_Paul,"Paul, Ron",Ron Paul,The Revolution,mobi,schema:Ebook
Last_Lecture,authors,:,Randy_Pausch,"Pausch, Randy",Randy Pausch,The Last Lecture,mobi,schema:Ebook
Drama_City,authors,:,George_Pelecanos,"Pelecanos, George",George Pelecanos,Drama City,mobi,schema:Ebook
Shame_Devil,authors,:,George_Pelecanos,"Pelecanos, George",George Pelecanos,Shame the Devil,mobi,schema:Ebook
Super_Fetus,authors,:,Adam_Pepper,"Pepper, Adam",Adam Pepper,Super Fetus,prc,schema:Ebook
Resident_Evil_03,authors,:,SD_Perry,"Perry, S. D.",S. D. Perry,Resident Evil 03 - City Of The Dead,prc,schema:Ebook
Resident_Evil_04,authors,:,SD_Perry,"Perry, S. D.",S. D. Perry,Resident Evil 04 - Underworld,prc,schema:Ebook
Resident_Evil_05,authors,:,SD_Perry,"Perry, S. D.",S. D. Perry,Resident Evil 05 - Nemesis,prc,schema:Ebook
Resident_Evil_06,authors,:,SD_Perry,"Perry, S. D.",S. D. Perry,Resident Evil 06 - Code Veronica,prc,schema:Ebook
My_Sisters_Keeper,authors,:,Jodi_Picoult,"Picoult, Jodi",Jodi Picoult,My Sister's Keeper,mobi,schema:Ebook
Nineteen_Minutes,authors,:,Jodi_Picoult,"Picoult, Jodi",Jodi Picoult,Nineteen Minutes,mobi,schema:Ebook
Pact,authors,:,Jodi_Picoult,"Picoult, Jodi",Jodi Picoult,The Pact,mobi,schema:Ebook
Zen_Art_Motorcycle_Maintenance,authors,:,Robert_Pirsig,"Pirsig, Robert M.",Robert M. Pirsig,Zen and the Art of Motorcycle Maintenance,mobi,schema:Ebook
Bell_Jar,authors,:,Sylvia_Plath,"Plath, Sylvia",Sylvia Plath,The Bell Jar,mobi,schema:Ebook
Republic,authors,:,Plato,Plato,Plato,The Republic,mobi,schema:Ebook
Essential_Tales_and_Poems,authors,:,Edgar_Allan_Poe,"Poe, Edgar Allan",Edgar Allan Poe,Essential Tales and Poems,mobi,schema:Ebook
In_Defense_of_Food,authors,:,Michael_Pollan,"Pollan, Michael",Michael Pollan,In Defense of Food,mobi,schema:Ebook
Botany_of_Desire,authors,:,Michael_Pollan,"Pollan, Michael",Michael Pollan,The Botany of Desire,mobi,schema:Ebook
Omnivores_Dilemma,authors,:,Michael_Pollan,"Pollan, Michael",Michael Pollan,The Omnivore's Dilemma,mobi,schema:Ebook
Discworld_01,authors,:,Terry_Pratchett,"Pratchett, Terry",Terry Pratchett,Discworld 01 - The Colour of Magic,mobi,schema:Ebook
Discworld_02,authors,:,Terry_Pratchett,"Pratchett, Terry",Terry Pratchett,Discworld 02 - The Light Fantastic,mobi,schema:Ebook
Discworld_03,authors,:,Terry_Pratchett,"Pratchett, Terry",Terry Pratchett,Discworld 03 - Equal Rites,mobi,schema:Ebook
Discworld_04,authors,:,Terry_Pratchett,"Pratchett, Terry",Terry Pratchett,Discworld 04 - Mort,mobi,schema:Ebook
Discworld_05,authors,:,Terry_Pratchett,"Pratchett, Terry",Terry Pratchett,Discworld 05 - Sourcery,mobi,schema:Ebook
Discworld_06,authors,:,Terry_Pratchett,"Pratchett, Terry",Terry Pratchett,Discworld 06 - Wyrd Sisters,mobi,schema:Ebook
Discworld_07,authors,:,Terry_Pratchett,"Pratchett, Terry",Terry Pratchett,Discworld 07 - Pyramids,mobi,schema:Ebook
Discworld_08,authors,:,Terry_Pratchett,"Pratchett, Terry",Terry Pratchett,Discworld 08 - Guards! Guards!,mobi,schema:Ebook
Discworld_09,authors,:,Terry_Pratchett,"Pratchett, Terry",Terry Pratchett,Discworld 09 - Eric,mobi,schema:Ebook
Discworld_10,authors,:,Terry_Pratchett,"Pratchett, Terry",Terry Pratchett,Discworld 10 - Moving Pictures,mobi,schema:Ebook
Discworld_11,authors,:,Terry_Pratchett,"Pratchett, Terry",Terry Pratchett,Discworld 11 - Reaper Man,mobi,schema:Ebook
Discworld_12,authors,:,Terry_Pratchett,"Pratchett, Terry",Terry Pratchett,Discworld 12 - Witches Abroad,mobi,schema:Ebook
Discworld_13,authors,:,Terry_Pratchett,"Pratchett, Terry",Terry Pratchett,Discworld 13 - Small Gods,mobi,schema:Ebook
Discworld_14,authors,:,Terry_Pratchett,"Pratchett, Terry",Terry Pratchett,Discworld 14 - Lords and Ladies,mobi,schema:Ebook
Discworld_15,authors,:,Terry_Pratchett,"Pratchett, Terry",Terry Pratchett,Discworld 15 - Men at Arms,mobi,schema:Ebook
Discworld_16,authors,:,Terry_Pratchett,"Pratchett, Terry",Terry Pratchett,Discworld 16 - Soul Music,mobi,schema:Ebook
Discworld_17,authors,:,Terry_Pratchett,"Pratchett, Terry",Terry Pratchett,Discworld 17 - Interesting Times,mobi,schema:Ebook
Discworld_18,authors,:,Terry_Pratchett,"Pratchett, Terry",Terry Pratchett,Discworld 18 - Maskerade,mobi,schema:Ebook
Discworld_19,authors,:,Terry_Pratchett,"Pratchett, Terry",Terry Pratchett,Discworld 19 - Feet of Clay,mobi,schema:Ebook
Discworld_20,authors,:,Terry_Pratchett,"Pratchett, Terry",Terry Pratchett,Discworld 20 - Hogfather,mobi,schema:Ebook
Discworld_21,authors,:,Terry_Pratchett,"Pratchett, Terry",Terry Pratchett,Discworld 21 - Jingo,mobi,schema:Ebook
Discworld_22,authors,:,Terry_Pratchett,"Pratchett, Terry",Terry Pratchett,Discworld 22 - The Last Continent,mobi,schema:Ebook
Discworld_23,authors,:,Terry_Pratchett,"Pratchett, Terry",Terry Pratchett,Discworld 23 - Carpe Jugulum,mobi,schema:Ebook
Discworld_24,authors,:,Terry_Pratchett,"Pratchett, Terry",Terry Pratchett,Discworld 24 - The Fifth Elephant,mobi,schema:Ebook
Discworld_25,authors,:,Terry_Pratchett,"Pratchett, Terry",Terry Pratchett,Discworld 25 - The Truth,mobi,schema:Ebook
Discworld_26,authors,:,Terry_Pratchett,"Pratchett, Terry",Terry Pratchett,Discworld 26 - Thief of Time,mobi,schema:Ebook
Discworld_27,authors,:,Terry_Pratchett,"Pratchett, Terry",Terry Pratchett,Discworld 27 - The Last Hero,mobi,schema:Ebook
Discworld_28,authors,:,Terry_Pratchett,"Pratchett, Terry",Terry Pratchett,Discworld 28 - The Amazing Maurice and His Educated Rodents,mobi,schema:Ebook
Discworld_29,authors,:,Terry_Pratchett,"Pratchett, Terry",Terry Pratchett,Discworld 29 - Night Watch,mobi,schema:Ebook
Discworld_30,authors,:,Terry_Pratchett,"Pratchett, Terry",Terry Pratchett,Discworld 30 - The Wee Free Men,mobi,schema:Ebook
Discworld_31,authors,:,Terry_Pratchett,"Pratchett, Terry",Terry Pratchett,Discworld 31 - Monstrous Regiment,mobi,schema:Ebook
Discworld_32,authors,:,Terry_Pratchett,"Pratchett, Terry",Terry Pratchett,Discworld 32 - A Hat Full Of Sky,mobi,schema:Ebook
Discworld_33,authors,:,Terry_Pratchett,"Pratchett, Terry",Terry Pratchett,Discworld 33 - Going Postal,mobi,schema:Ebook
Discworld_34,authors,:,Terry_Pratchett,"Pratchett, Terry",Terry Pratchett,Discworld 34 - Thud!,mobi,schema:Ebook
Discworld_35,authors,:,Terry_Pratchett,"Pratchett, Terry",Terry Pratchett,Discworld 35 - Wintersmith,mobi,schema:Ebook
Discworld_36,authors,:,Terry_Pratchett,"Pratchett, Terry",Terry Pratchett,Discworld 36 - Making Money,mobi,schema:Ebook
Discworld_37,authors,:,Terry_Pratchett,"Pratchett, Terry",Terry Pratchett,Discworld 37 - Unseen Academicals,mobi,schema:Ebook
Discworld_38,authors,:,Terry_Pratchett,"Pratchett, Terry",Terry Pratchett,Discworld 38 - I Shall Wear Midnight,mobi,schema:Ebook
Pendergast_01,authors,:,Douglas_Preston,"Preston, Douglas",Douglas Preston,Pendergast 01 - Relic,mobi,schema:Ebook
Pendergast_02,authors,:,Douglas_Preston,"Preston, Douglas",Douglas Preston,Pendergast 02 - Reliquary,mobi,schema:Ebook
Pendergast_03,authors,:,Douglas_Preston,"Preston, Douglas",Douglas Preston,Pendergast 03 - The Cabinent of Curiosities,prc,schema:Ebook
Pendergast_04,authors,:,Douglas_Preston,"Preston, Douglas",Douglas Preston,Pendergast 04 - Still Life With Crows,prc,schema:Ebook
Pendergast_05,authors,:,Douglas_Preston,"Preston, Douglas",Douglas Preston,Pendergast 05 - Brimstone,prc,schema:Ebook
Pendergast_06,authors,:,Douglas_Preston,"Preston, Douglas",Douglas Preston,Pendergast 06 - Dance of Death,prc,schema:Ebook
Pendergast_07,authors,:,Douglas_Preston,"Preston, Douglas",Douglas Preston,Pendergast 07 - The Book of the Dead,prc,schema:Ebook
Pendergast_08,authors,:,Douglas_Preston,"Preston, Douglas",Douglas Preston,Pendergast 08 - The Wheel of Darkness,prc,schema:Ebook
Pendergast_09,authors,:,Douglas_Preston,"Preston, Douglas",Douglas Preston,Pendergast 09 - Cemetery Dance,prc,schema:Ebook
Pendergast_10,authors,:,Douglas_Preston,"Preston, Douglas",Douglas Preston,Pendergast 10 - Fever Dream,mobi,schema:Ebook
Tyrannosaur_Canyon,authors,:,Douglas_Preston,"Preston, Douglas",Douglas Preston,Tyrannosaur Canyon,mobi,schema:Ebook
Blasphemy,authors,:,Douglas_Preston,"Preston, Douglas",Douglas Preston,Blasphemy,mobi,schema:Ebook
Impact,authors,:,Douglas_Preston,"Preston, Douglas",Douglas Preston,Impact,mobi,schema:Ebook
Mount_Dragon,authors,:,Douglas_Preston,"Preston, Douglas",Douglas Preston,Mount Dragon,prc,schema:Ebook
Riptide,authors,:,Douglas_Preston,"Preston, Douglas",Douglas Preston,Riptide,prc,schema:Ebook
Codex,authors,:,Douglas_Preston,"Preston, Douglas",Douglas Preston,The Codex,mobi,schema:Ebook
Monster_of_Florence,authors,:,Douglas_Preston,"Preston, Douglas",Douglas Preston,The Monster of Florence,mobi,schema:Ebook
Thunderhead,authors,:,Douglas_Preston,"Preston, Douglas",Douglas Preston,Thunderhead,mobi,schema:Ebook
Cobra_Event,authors,:,Douglas_Preston,"Preston, Richard",Richard Preston,The Cobra Event,mobi,schema:Ebook
Hot_Zone,authors,:,Douglas_Preston,"Preston, Richard",Richard Preston,The Hot Zone,mobi,schema:Ebook
Boneshaker,authors,:,Cherie_Priest,"Priest, Cherie",Cherie Priest,Boneshaker,mobi,schema:Ebook
Reading_Like_a_Writer,authors,:,Francine_Prose,"Prose, Francine",Francine Prose,Reading Like a Writer,mobi,schema:Ebook
His_Dark_Materials_01,authors,:,Philip_Pullman,"Pullman, Philip",Philip Pullman,His Dark Materials 01 - The Golden Compass,mobi,schema:Ebook
His_Dark_Materials_02,authors,:,Philip_Pullman,"Pullman, Philip",Philip Pullman,His Dark Materials 02 - The Subtle Knife,mobi,schema:Ebook
His_Dark_Materials_03,authors,:,Philip_Pullman,"Pullman, Philip",Philip Pullman,His Dark Materials 03 - The Amber Spyglass,mobi,schema:Ebook
Godfather,authors,:,Mario_Puzo,"Puzo, Mario",Mario Puzo,The Godfather,mobi,schema:Ebook
Gravitys_Rainbow,authors,:,Thomas_Pynchon,"Pynchon, Thomas",Thomas Pynchon,Gravity's Rainbow,mobi,schema:Ebook
Crying_of_Lot_49,authors,:,Thomas_Pynchon,"Pynchon, Thomas",Thomas Pynchon,The Crying of Lot 49,mobi,schema:Ebook
V,authors,:,Thomas_Pynchon,"Pynchon, Thomas",Thomas Pynchon,V,mobi,schema:Ebook
Ishmael,authors,:,Daniel_Quinn,"Quinn, Daniel",Daniel Quinn,Ishmael,mobi,schema:Ebook
Imperfectionists,authors,:,Tom_Rachman,"Rachman, Tom",Tom Rachman,The Imperfectionists,mobi,schema:Ebook
Anthem,authors,:,Ayn_Rand,"Rand, Ayn",Ayn Rand,Anthem,mobi,schema:Ebook
Atlas_Shrugged,authors,:,Ayn_Rand,"Rand, Ayn",Ayn Rand,Atlas Shrugged,mobi,schema:Ebook
Fountainhead,authors,:,Ayn_Rand,"Rand, Ayn",Ayn Rand,The Fountainhead,mobi,schema:Ebook
Virtue_of_Selfishness,authors,:,Ayn_Rand,"Rand, Ayn",Ayn Rand,The Virtue of Selfishness,mobi,schema:Ebook
We_Living,authors,:,Ayn_Rand,"Rand, Ayn",Ayn Rand,We the Living,mobi,schema:Ebook
How_to_Survive_End_of_World,authors,:,James_Wesley_Rawles,"Rawles, James Wesley",James Wesley Rawles,How to Survive the End of the World as We Know It,mobi,schema:Ebook
Jack_West_01,authors,:,Matthew_Reilly,"Reilly, Matthew",Matthew Reilly,Jack West 01 - Seven Ancient Wonders,prc,schema:Ebook
Jack_West_02,authors,:,Matthew_Reilly,"Reilly, Matthew",Matthew Reilly,Jack West 02 - The Six Sacred Stones,prc,schema:Ebook
Jack_West_03,authors,:,Matthew_Reilly,"Reilly, Matthew",Matthew Reilly,Jack West 03 - The Five Greatest Warriors,prc,schema:Ebook
Shane_Schofield_01,authors,:,Matthew_Reilly,"Reilly, Matthew",Matthew Reilly,Shane Schofield 01 - Ice Station,prc,schema:Ebook
Shane_Schofield_02,authors,:,Matthew_Reilly,"Reilly, Matthew",Matthew Reilly,Shane Schofield 02 - Area 7,prc,schema:Ebook
Shane_Schofield_03,authors,:,Matthew_Reilly,"Reilly, Matthew",Matthew Reilly,Shane Schofield 03 - Scarecrow,prc,schema:Ebook
Shane_Schofield_04,authors,:,Matthew_Reilly,"Reilly, Matthew",Matthew Reilly,Shane Schofield 04 - Hell Island,prc,schema:Ebook
Contest,authors,:,Matthew_Reilly,"Reilly, Matthew",Matthew Reilly,Contest,prc,schema:Ebook
Temple,authors,:,Matthew_Reilly,"Reilly, Matthew",Matthew Reilly,Temple,prc,schema:Ebook
All_Quiet_on_Western_Front,authors,:,Erich_Maria_Remarque,"Remarque, Erich Maria",Erich Maria Remarque,All Quiet on the Western Front,mobi,schema:Ebook
Vampire_Chronicles_01,authors,:,Anne_Rice,"Rice, Anne",Anne Rice,The Vampire Chronicles 01 - Interview with the Vampire,mobi,schema:Ebook
Vampire_Chronicles_02,authors,:,Anne_Rice,"Rice, Anne",Anne Rice,The Vampire Chronicles 02 - The Vampire Lestat,mobi,schema:Ebook
Vampire_Chronicles_03,authors,:,Anne_Rice,"Rice, Anne",Anne Rice,The Vampire Chronicles 03 - The Queen of the Damned,mobi,schema:Ebook
Vampire_Chronicles_04,authors,:,Anne_Rice,"Rice, Anne",Anne Rice,The Vampire Chronicles 04 - The Tale of the Body Thief,mobi,schema:Ebook
Vampire_Chronicles_05,authors,:,Anne_Rice,"Rice, Anne",Anne Rice,The Vampire Chronicles 05 - Memnoch the Devil,mobi,schema:Ebook
Vampire_Chronicles_06,authors,:,Anne_Rice,"Rice, Anne",Anne Rice,The Vampire Chronicles 06 - The Vampire Armand,mobi,schema:Ebook
Vampire_Chronicles_07,authors,:,Anne_Rice,"Rice, Anne",Anne Rice,The Vampire Chronicles 07 - Merrick,mobi,schema:Ebook
Vampire_Chronicles_08,authors,:,Anne_Rice,"Rice, Anne",Anne Rice,The Vampire Chronicles 08 - Blood and Gold,mobi,schema:Ebook
Vampire_Chronicles_09,authors,:,Anne_Rice,"Rice, Anne",Anne Rice,The Vampire Chronicles 09 - Blackwood Farm,mobi,schema:Ebook
Vampire_Chronicles_10,authors,:,Anne_Rice,"Rice, Anne",Anne Rice,The Vampire Chronicles 10 - Blood Canticle,mobi,schema:Ebook
Life,authors,:,Keith_Richards,"Richards, Keith",Keith Richards,Life,mobi,schema:Ebook
Greywalker_01,authors,:,Kat_Richardson,"Richardson, Kat",Kat Richardson,Greywalker 01 - Greywalker,prc,schema:Ebook
Greywalker_02,authors,:,Kat_Richardson,"Richardson, Kat",Kat Richardson,Greywalker 02 - Poltergeist,prc,schema:Ebook
Greywalker_03,authors,:,Kat_Richardson,"Richardson, Kat",Kat Richardson,Greywalker 03 - Underground,prc,schema:Ebook
Greywalker_04,authors,:,Kat_Richardson,"Richardson, Kat",Kat Richardson,Greywalker 04 - Vanished,prc,schema:Ebook
Fiasco,authors,:,Thomas_Ricks,"Ricks, Thomas",Thomas Ricks,"Fiasco, The American Military Adventure in Iraq",mobi,schema:Ebook
Percy_Jackson_1,authors,:,Rick_Riordan,"Riordan, Rick",Rick Riordan,Percy Jackson 1 - The Lightning Thief,mobi,schema:Ebook
Percy_Jackson_2,authors,:,Rick_Riordan,"Riordan, Rick",Rick Riordan,Percy Jackson 2 - The Sea of Monsters,mobi,schema:Ebook
Percy_Jackson_3,authors,:,Rick_Riordan,"Riordan, Rick",Rick Riordan,Percy Jackson 3 - The Titan's Curse,mobi,schema:Ebook
Percy_Jackson_4,authors,:,Rick_Riordan,"Riordan, Rick",Rick Riordan,Percy Jackson 4 - The Battle of the Labyrinth,mobi,schema:Ebook
Percy_Jackson_5,authors,:,Rick_Riordan,"Riordan, Rick",Rick Riordan,Percy Jackson 5 - The Last Olympian,mobi,schema:Ebook
Lost_Hero,authors,:,Rick_Riordan,"Riordan, Rick",Rick Riordan,The Lost Hero,mobi,schema:Ebook
Red_Pyramid,authors,:,Rick_Riordan,"Riordan, Rick",Rick Riordan,The Red Pyramid,mobi,schema:Ebook
Packing_for_Mars,authors,:,Mary_Roach,"Roach, Mary",Mary Roach,Packing for Mars,mobi,schema:Ebook
Stiff_Curious_Lives,authors,:,Mary_Roach,"Roach, Mary",Mary Roach,"Stiff, The Curious Lives of Human Cadavers",mobi,schema:Ebook
In_Death_01,authors,:,Nora_Roberts,"Robb, J.D.",J.D. Robb,In Death 01 - Naked in Death,mobi,schema:Ebook
In_Death_02,authors,:,Nora_Roberts,"Robb, J.D.",J.D. Robb,In Death 02 - Glory in Death,mobi,schema:Ebook
In_Death_03,authors,:,Nora_Roberts,"Robb, J.D.",J.D. Robb,In Death 03 - Immortal in Death,mobi,schema:Ebook
In_Death_04,authors,:,Nora_Roberts,"Robb, J.D.",J.D. Robb,In Death 04 - Rapture in Death,mobi,schema:Ebook
In_Death_05,authors,:,Nora_Roberts,"Robb, J.D.",J.D. Robb,In Death 05 - Ceremony in Death,mobi,schema:Ebook
In_Death_06,authors,:,Nora_Roberts,"Robb, J.D.",J.D. Robb,In Death 06 - Vengeance in Death,mobi,schema:Ebook
In_Death_07,authors,:,Nora_Roberts,"Robb, J.D.",J.D. Robb,In Death 07 - Holiday in Death,mobi,schema:Ebook
In_Death_08,authors,:,Nora_Roberts,"Robb, J.D.",J.D. Robb,In Death 08 - Conspiracy in Death,mobi,schema:Ebook
In_Death_09,authors,:,Nora_Roberts,"Robb, J.D.",J.D. Robb, In Death 09 - Loyalty in Death,mobi,schema:Ebook
In_Death_10,authors,:,Nora_Roberts,"Robb, J.D.",J.D. Robb,In Death 10 - Witness in Death,mobi,schema:Ebook
In_Death_11,authors,:,Nora_Roberts,"Robb, J.D.",J.D. Robb,In Death 11 - Judgment in Death,mobi,schema:Ebook
In_Death_12,authors,:,Nora_Roberts,"Robb, J.D.",J.D. Robb,In Death 12 - Betrayal in Death,mobi,schema:Ebook
In_Death_13,authors,:,Nora_Roberts,"Robb, J.D.",J.D. Robb,In Death 13 - Seduction in Death,mobi,schema:Ebook
In_Death_14,authors,:,Nora_Roberts,"Robb, J.D.",J.D. Robb,In Death 14 - Reunion in Death,mobi,schema:Ebook
In_Death_15,authors,:,Nora_Roberts,"Robb, J.D.",J.D. Robb,In Death 15 - Purity in Death,mobi,schema:Ebook
In_Death_16,authors,:,Nora_Roberts,"Robb, J.D.",J.D. Robb,In Death 16 - Portrait in Death,mobi,schema:Ebook
In_Death_17,authors,:,Nora_Roberts,"Robb, J.D.",J.D. Robb,In Death 17 - Imitation in Death,mobi,schema:Ebook
In_Death_18,authors,:,Nora_Roberts,"Robb, J.D.",J.D. Robb,In Death 18 - Divided in Death,mobi,schema:Ebook
In_Death_19,authors,:,Nora_Roberts,"Robb, J.D.",J.D. Robb,In Death 19 - Visions in Death,mobi,schema:Ebook
In_Death_20,authors,:,Nora_Roberts,"Robb, J.D.",J.D. Robb,In Death 20 - Survivor in Death,mobi,schema:Ebook
In_Death_21,authors,:,Nora_Roberts,"Robb, J.D.",J.D. Robb,In Death 21 - Origin in Death,mobi,schema:Ebook
In_Death_22,authors,:,Nora_Roberts,"Robb, J.D.",J.D. Robb,In Death 22 - Memory in Death,mobi,schema:Ebook
In_Death_23,authors,:,Nora_Roberts,"Robb, J.D.",J.D. Robb,In Death 23 - Born in Death,mobi,schema:Ebook
In_Death_24,authors,:,Nora_Roberts,"Robb, J.D.",J.D. Robb,In Death 24 - Innocent in Death,mobi,schema:Ebook
In_Death_25,authors,:,Nora_Roberts,"Robb, J.D.",J.D. Robb,In Death 25 - Creation in Death,mobi,schema:Ebook
In_Death_26,authors,:,Nora_Roberts,"Robb, J.D.",J.D. Robb,In Death 26 - Strangers in Death,mobi,schema:Ebook
In_Death_27,authors,:,Nora_Roberts,"Robb, J.D.",J.D. Robb,In Death 27 - Salvation in Death,mobi,schema:Ebook
In_Death_28,authors,:,Nora_Roberts,"Robb, J.D.",J.D. Robb,In Death 28 - Promises in Death,mobi,schema:Ebook
In_Death_29,authors,:,Nora_Roberts,"Robb, J.D.",J.D. Robb,In Death 29 - Kindred in Death,mobi,schema:Ebook
In_Death_30,authors,:,Nora_Roberts,"Robb, J.D.",J.D. Robb,In Death 30 - Fantasy in Death,mobi,schema:Ebook
In_Death_31,authors,:,Nora_Roberts,"Robb, J.D.",J.D. Robb,In Death 31 - Indulgence in Death,mobi,schema:Ebook
In_Death_32,authors,:,Nora_Roberts,"Robb, J.D.",J.D. Robb,In Death 32 - Treachery in Death,mobi,schema:Ebook
Altar_of_Eden,authors,:,James_Rollins,"Rollins, James",James Rollins,Altar of Eden,prc,schema:Ebook
Amazonia,authors,:,James_Rollins,"Rollins, James",James Rollins,Amazonia,prc,schema:Ebook
Deep_Fathom,authors,:,James_Rollins,"Rollins, James",James Rollins,Deep Fathom,prc,schema:Ebook
Excavation,authors,:,James_Rollins,"Rollins, James",James Rollins,Excavation,prc,schema:Ebook
Ice_Hunt,authors,:,James_Rollins,"Rollins, James",James Rollins,Ice Hunt,prc,schema:Ebook
Sigma_Force_01,authors,:,James_Rollins,"Rollins, James",James Rollins,Sigma Force 01 - Sandstorm,prc,schema:Ebook
Sigma_Force_02,authors,:,James_Rollins,"Rollins, James",James Rollins,Sigma Force 02 - Map Of Bones,prc,schema:Ebook
Sigma_Force_03,authors,:,James_Rollins,"Rollins, James",James Rollins,Sigma Force 03 - Black Order,prc,schema:Ebook
Sigma_Force_04,authors,:,James_Rollins,"Rollins, James",James Rollins,Sigma Force 04 - Judas Strain,prc,schema:Ebook
Sigma_Force_05,authors,:,James_Rollins,"Rollins, James",James Rollins,Sigma Force 05 - The Last Oracle,prc,schema:Ebook
Sigma_Force_06,authors,:,James_Rollins,"Rollins, James",James Rollins,Sigma Force 06 - The Doomsday Key,prc,schema:Ebook
Subterranean,authors,:,James_Rollins,"Rollins, James",James Rollins,Subterranean,prc,schema:Ebook
Jigsaw_Man,authors,:,Gord_Rollo,"Rollo, Gord",Gord Rollo,The Jigsaw Man,prc,schema:Ebook
Sarahs_Key,authors,:,Tatiana_de_Rosnay,"Rosnay, Tatiana",Tatiana Rosnay,Sarah's Key,mobi,schema:Ebook
Unbearable_Lightness,authors,:,Portia_de_Rossi,"Rossi, Portia de",Portia de Rossi,"Unbearable Lightness, A Story of Loss and Gain",mobi,schema:Ebook
American_Pastoral,authors,:,Philip_Roth,"Roth, Philip",Philip Roth,American Pastoral,mobi,schema:Ebook
Portnoys_Complaint,authors,:,Philip_Roth,"Roth, Philip",Philip Roth,Portnoy's Complaint,mobi,schema:Ebook
Human_Stain,authors,:,Philip_Roth,"Roth, Philip",Philip Roth,The Human Stain,mobi,schema:Ebook
Name_of_Wind,authors,:,Philip_Roth,"Rothfuss, Patrick",Patrick Rothfuss,The Name of the Wind,mobi,schema:Ebook
Harry_Potter_01,authors,:,JK_Rowling,"Rowling, J.K.",J.K. Rowling,Harry Potter 01 - Harry Potter and the Sorcerer's Stone,mobi,schema:Ebook
Harry_Potter_02,authors,:,JK_Rowling,"Rowling, J.K.",J.K. Rowling,Harry Potter 02 - Harry Potter and the Chamber of Secrets,mobi,schema:Ebook
Harry_Potter_03,authors,:,JK_Rowling,"Rowling, J.K.",J.K. Rowling,Harry Potter 03 - Harry Potter and the Prisoner of Azkaban,mobi,schema:Ebook
Harry_Potter_04,authors,:,JK_Rowling,"Rowling, J.K.",J.K. Rowling,Harry Potter 04 - Harry Potter and the Goblet Of Fire,mobi,schema:Ebook
Harry_Potter_05,authors,:,JK_Rowling,"Rowling, J.K.",J.K. Rowling,Harry Potter 05 - Harry Potter and the Order of the Phoenix,mobi,schema:Ebook
Harry_Potter_06,authors,:,JK_Rowling,"Rowling, J.K.",J.K. Rowling,Harry Potter 06 - Harry Potter and the Half-Blood Prince,mobi,schema:Ebook
Harry_Potter_07,authors,:,JK_Rowling,"Rowling, J.K.",J.K. Rowling,Harry Potter 07 - Harry Potter and the Deathly Hallows,mobi,schema:Ebook
Tales_of_Beedle_Bard,authors,:,JK_Rowling,"Rowling, J.K.",J.K. Rowling,The Tales of Beedle the Bard,mobi,schema:Ebook
Known_and_Unknown,authors,:,Donald_Rumsfeld,"Rumsfeld, Donald",Donald Rumsfeld,Known and Unknown,mobi,schema:Ebook
Satanic_Verses,authors,:,Salman_Rushdie,"Rushdie, Salman",Salman Rushdie,The Satanic Verses,mobi,schema:Ebook
New_York,authors,:,Edward_Rutherfurd,"Rutherfurd, Edward",Edward Rutherfurd,New York,mobi,schema:Ebook
Dracula_01,authors,:,Fred_Saberhagen,"Saberhagen, Fred",Fred Saberhagen,Dracula 01 - The Dracula Tape,prc,schema:Ebook
Dracula_02,authors,:,Fred_Saberhagen,"Saberhagen, Fred",Fred Saberhagen,Dracula 02 - The Holmes-Dracula File,prc,schema:Ebook
Dracula_03,authors,:,Fred_Saberhagen,"Saberhagen, Fred",Fred Saberhagen,Dracula 03 - The Vlad Tapes,prc,schema:Ebook
Dracula_04,authors,:,Fred_Saberhagen,"Saberhagen, Fred",Fred Saberhagen,Dracula 04 - Thorn,prc,schema:Ebook
Dracula_05,authors,:,Fred_Saberhagen,"Saberhagen, Fred",Fred Saberhagen,Dracula 05 - Dominion,prc,schema:Ebook
Dracula_06,authors,:,Fred_Saberhagen,"Saberhagen, Fred",Fred Saberhagen,Dracula 06 - A Matter of Taste,prc,schema:Ebook
Dracula_07,authors,:,Fred_Saberhagen,"Saberhagen, Fred",Fred Saberhagen,Dracula 07 - A Question of Time,prc,schema:Ebook
Dracula_08,authors,:,Fred_Saberhagen,"Saberhagen, Fred",Fred Saberhagen,Dracula 08 - Seance for a Vampire,prc,schema:Ebook
Dracula_09,authors,:,Fred_Saberhagen,"Saberhagen, Fred",Fred Saberhagen,Dracula 09 - A Sharpness on the Neck,prc,schema:Ebook
Contact,authors,:,Carl_Sagan,"Sagan, Carl",Carl Sagan,Contact,mobi,schema:Ebook
Cosmos,authors,:,Carl_Sagan,"Sagan, Carl",Carl Sagan,Cosmos,mobi,schema:Ebook
Pale_Blue_Dot,authors,:,Carl_Sagan,"Sagan, Carl",Carl Sagan,Pale Blue Dot,mobi,schema:Ebook
Demon_Haunted_World,authors,:,Carl_Sagan,"Sagan, Carl",Carl Sagan,The Demon Haunted World,mobi,schema:Ebook
Catcher_in_Rye,authors,:,JD_Salinger,"Salinger, J.D.",J.D. Salinger,The Catcher in the Rye,mobi,schema:Ebook
